exch_code,commodity,future_year,future_month,strike_price,trade_date,spread_flag,record_id,trade_price,buy_cti1,sell_cti1,net_cti1,buy_cti2,sell_cti2,net_cti2,buy_cti3,sell_cti3,net_cti3,buy_cti4,sell_cti4,net_cti4,total_cti,bracket,put_call,eof
CBOT,BC,2011,H,0000064,20101221,N,D,30,5,0,5,0,0,0,5,0,5,0,5,-5,15,09d,C,X
CBOT,BC,2011,H,0000064,20101221,N,D,30,0,0,0,0,0,0,0,0,0,0,5,-5,5,10c,C,X
CBOT,BC,2011,H,0000064,20101221,N,D,30,2,0,2,0,0,0,0,0,0,0,2,-2,4,10d,C,X
CBOT,BC,2011,H,0000064,20101221,N,A,30,7,0,7,0,0,0,5,0,5,0,12,-12,24,09d10c10d,C,X
CBOT,BO,2011,F,,20101221,N,D,54800,6,0,6,0,6,-6,0,0,0,0,0,0,12,09c,,X
CBOT,BO,2011,F,,20101221,N,A,54800,6,0,6,0,6,-6,0,0,0,0,0,0,12,09c,,X
CBOT,BO,2011,F,,20101221,Y,D,54810,0,171,-171,270,0,270,0,36,-36,0,63,-63,540,10c,,X
CBOT,BO,2011,F,,20101221,Y,D,54810,0,0,0,0,0,0,0,0,0,0,35,-35,35,11d,,X
CBOT,BO,2011,F,,20101221,Y,D,54810,35,0,35,0,0,0,0,0,0,0,0,0,35,12a,,X
CBOT,BO,2011,F,,20101221,Y,D,54810,0,90,-90,0,0,0,0,0,0,90,0,90,180,13a,,X
CBOT,BO,2011,F,,20101221,Y,A,54810,35,261,-226,270,0,270,0,36,-36,90,98,-8,790,10c11d12a13a,,X
CBOT,BO,2011,F,,20101221,N,D,54860,0,0,0,6,6,0,0,0,0,0,0,0,12,09c,,X
CBOT,BO,2011,F,,20101221,N,A,54860,0,0,0,6,6,0,0,0,0,0,0,0,12,09c,,X
CBOT,BO,2011,F,,20101221,Y,D,54860,35,0,35,0,0,0,0,0,0,0,35,-35,70,10a,,X
CBOT,BO,2011,F,,20101221,Y,A,54860,35,0,35,0,0,0,0,0,0,0,35,-35,70,10a,,X
CBOT,BO,2011,F,,20101221,N,D,54880,8,0,8,0,8,-8,0,0,0,0,0,0,16,09c,,X
CBOT,BO,2011,F,,20101221,N,A,54880,8,0,8,0,8,-8,0,0,0,0,0,0,16,09c,,X
CBOT,BO,2011,F,,20101221,N,D,54930,0,37,-37,49,0,49,0,0,0,0,2,-2,88,09c,,X
CBOT,BO,2011,F,,20101221,N,D,54930,0,10,-10,0,0,0,0,0,0,0,0,0,10,09d,,X
CBOT,BO,2011,F,,20101221,N,D,54930,0,4,-4,4,0,4,0,0,0,0,0,0,8,10a,,X
CBOT,BO,2011,F,,20101221,N,A,54930,0,51,-51,53,0,53,0,0,0,0,2,-2,106,09c09d10a,,X
CBOT,BO,2011,F,,20101221,Y,D,54930,81,0,81,0,90,-90,9,0,9,0,0,0,180,09c,,X
CBOT,BO,2011,F,,20101221,Y,A,54930,81,0,81,0,90,-90,9,0,9,0,0,0,180,09c,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,60,0,60,0,88,-88,10,0,10,18,0,18,176,09c,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,0,150,-150,0,50,-50,0,300,-300,500,0,500,1000,10a,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,0,28,-28,0,0,0,0,0,0,28,0,28,56,10c,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,15,30,-15,0,0,0,0,15,-15,30,0,30,90,11c,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,25,0,25,25,0,25,25,0,25,0,0,0,75,11d,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,25,0,25,0,0,0,0,0,0,0,0,0,25,12a,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,2,0,2,0,0,0,0,0,0,0,0,0,2,12d,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,4,28,-24,0,49,-49,67,12,55,0,8,-8,168,13a,,X
CBOT,BO,2011,F,,20101221,Y,D,54980,14,0,14,0,0,0,0,14,-14,0,0,0,28,13d,,X
CBOT,BO,2011,F,,20101221,Y,A,54980,145,236,-91,25,187,-162,102,341,-239,576,8,568,1620,09c10a10c11c11d12a12d13a13d,,X
CBOT,BO,2011,F,,20101221,N,D,55040,0,3,-3,3,0,3,0,0,0,0,0,0,6,09d,,X
CBOT,BO,2011,F,,20101221,N,A,55040,0,3,-3,3,0,3,0,0,0,0,0,0,6,09d,,X
CBOT,BO,2011,F,,20101221,Y,D,55160,0,18,-18,0,0,0,18,0,18,0,0,0,36,10d,,X
CBOT,BO,2011,F,,20101221,Y,A,55160,0,18,-18,0,0,0,18,0,18,0,0,0,36,10d,,X
CBOT,BO,2011,F,,20101221,N,D,55230,0,15,-15,25,10,15,0,0,0,0,0,0,50,09d,,X
CBOT,BO,2011,F,,20101221,N,A,55230,0,15,-15,25,10,15,0,0,0,0,0,0,50,09d,,X
CBOT,BO,2011,F,,20101221,N,D,55400,0,2,-2,0,0,0,0,0,0,2,0,2,4,09d,,X
CBOT,BO,2011,F,,20101221,N,D,55400,8,0,8,0,8,-8,0,0,0,0,0,0,16,13a,,X
CBOT,BO,2011,F,,20101221,N,A,55400,8,2,6,0,8,-8,0,0,0,2,0,2,20,09d13a,,X
CBOT,BO,2011,F,,20101221,Y,D,55460,0,0,0,0,0,0,0,1,-1,0,0,0,1,12d,,X
CBOT,BO,2011,F,,20101221,Y,D,55460,7,2,5,0,3,-3,0,0,0,0,0,0,12,13a,,X
CBOT,BO,2011,F,,20101221,Y,D,55460,0,1,-1,0,0,0,0,0,0,0,0,0,1,13d,,X
CBOT,BO,2011,F,,20101221,Y,A,55460,7,3,4,0,3,-3,0,1,-1,0,0,0,14,12d13a13d,,X
CBOT,BO,2011,F,,20101221,Y,D,55480,0,0,0,0,0,0,0,0,0,0,100,-100,100,11d,,X
CBOT,BO,2011,F,,20101221,Y,A,55480,0,0,0,0,0,0,0,0,0,0,100,-100,100,11d,,X
CBOT,BO,2011,F,,20101221,N,D,55490,0,0,0,9,9,0,0,0,0,0,0,0,18,10b,,X
CBOT,BO,2011,F,,20101221,N,A,55490,0,0,0,9,9,0,0,0,0,0,0,0,18,10b,,X
CBOT,BO,2011,F,,20101221,N,D,55500,0,0,0,0,0,0,0,0,0,0,1,-1,1,09d,,X
CBOT,BO,2011,F,,20101221,N,D,55500,1,0,1,0,0,0,0,0,0,0,0,0,1,10a,,X
CBOT,BO,2011,F,,20101221,N,D,55500,5,0,5,0,0,0,0,0,0,0,0,0,5,13a,,X
CBOT,BO,2011,F,,20101221,N,D,55500,7,0,7,0,5,-5,0,0,0,0,7,-7,19,13b,,X
CBOT,BO,2011,F,,20101221,N,D,55500,7,0,7,0,0,0,0,0,0,4,11,-7,22,13c,,X
CBOT,BO,2011,F,,20101221,N,D,55500,0,4,-4,11,0,11,0,0,0,0,7,-7,22,13d,,X
CBOT,BO,2011,F,,20101221,N,A,55500,20,4,16,11,5,6,0,0,0,4,26,-22,70,09d10a13a13b13c13d,,X
CBOT,BO,2011,F,,20101221,Y,D,55500,334,210,124,20,124,-104,0,0,0,0,20,-20,708,10c,,X
CBOT,BO,2011,F,,20101221,Y,A,55500,334,210,124,20,124,-104,0,0,0,0,20,-20,708,10c,,X
CBOT,BO,2011,F,,20101221,N,D,55520,0,0,0,75,75,0,0,0,0,0,0,0,150,14b,,X
CBOT,BO,2011,F,,20101221,N,A,55520,0,0,0,75,75,0,0,0,0,0,0,0,150,14b,,X
CBOT,BO,2011,F,,20101221,N,D,55530,1,0,1,7,1,6,0,0,0,0,0,0,9,10a,,X
CBOT,BO,2011,F,,20101221,N,D,55530,0,7,-7,0,0,0,0,0,0,0,0,0,7,10c,,X
CBOT,BO,2011,F,,20101221,N,A,55530,1,7,-6,7,1,6,0,0,0,0,0,0,16,10a10c,,X
CBOT,BO,2011,F,,20101221,Y,D,55530,27,0,27,0,0,0,0,0,0,0,27,-27,54,11a,,X
CBOT,BO,2011,F,,20101221,Y,A,55530,27,0,27,0,0,0,0,0,0,0,27,-27,54,11a,,X
CBOT,BO,2011,F,,20101221,Y,D,55560,0,0,0,24,0,24,0,0,0,0,0,0,24,13a,,X
CBOT,BO,2011,F,,20101221,Y,A,55560,0,0,0,24,0,24,0,0,0,0,0,0,24,13a,,X
CBOT,BO,2011,H,,20101221,N,D,55300,0,0,0,10,10,0,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,H,,20101221,N,A,55300,0,0,0,10,10,0,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,H,,20101221,Y,D,55300,35,0,35,0,0,0,0,0,0,0,35,-35,70,09c,,X
CBOT,BO,2011,H,,20101221,Y,D,55300,35,0,35,0,0,0,0,0,0,0,35,-35,70,10b,,X
CBOT,BO,2011,H,,20101221,Y,A,55300,70,0,70,0,0,0,0,0,0,0,70,-70,140,09c10b,,X
CBOT,BO,2011,H,,20101221,N,D,55350,0,10,-10,10,0,10,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,H,,20101221,N,A,55350,0,10,-10,10,0,10,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,H,,20101221,N,D,55360,6,0,6,0,6,-6,0,0,0,0,0,0,12,09c,,X
CBOT,BO,2011,H,,20101221,N,A,55360,6,0,6,0,6,-6,0,0,0,0,0,0,12,09c,,X
CBOT,BO,2011,H,,20101221,N,D,55400,0,8,-8,10,2,8,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,H,,20101221,N,A,55400,0,8,-8,10,2,8,0,0,0,0,0,0,20,09c,,X
CBOT,BO,2011,H,,20101221,N,D,55450,0,21,-21,15,5,10,0,0,0,11,0,11,52,09c,,X
CBOT,BO,2011,H,,20101221,N,A,55450,0,21,-21,15,5,10,0,0,0,11,0,11,52,09c,,X
CBOT,BO,2011,H,,20101221,Y,D,55460,35,0,35,0,0,0,0,0,0,0,35,-35,70,09d,,X
CBOT,BO,2011,H,,20101221,Y,D,55460,35,0,35,0,0,0,0,0,0,0,35,-35,70,10d,,X
CBOT,BO,2011,H,,20101221,Y,A,55460,70,0,70,0,0,0,0,0,0,0,70,-70,140,09d10d,,X
CBOT,BO,2011,H,,20101221,Y,D,55490,0,60,-60,88,0,88,0,10,-10,0,18,-18,176,09c,,X
CBOT,BO,2011,H,,20101221,Y,D,55490,235,0,235,170,30,140,300,0,300,0,675,-675,1410,10a,,X
CBOT,BO,2011,H,,20101221,Y,D,55490,28,0,28,0,0,0,0,0,0,0,28,-28,56,10c,,X
CBOT,BO,2011,H,,20101221,Y,D,55490,0,106,-106,0,7,-7,0,7,-7,120,0,120,240,12d,,X
CBOT,BO,2011,H,,20101221,Y,D,55490,2,19,-17,19,0,19,2,0,2,0,4,-4,46,13a,,X
CBOT,BO,2011,H,,20101221,Y,D,55490,0,0,0,0,31,-31,31,0,31,0,0,0,62,13d,,X
CBOT,BO,2011,H,,20101221,Y,A,55490,265,185,80,277,68,209,333,17,316,120,725,-605,1990,09c10a10c12d13a13d,,X
CBOT,BO,2011,H,,20101221,Y,D,55500,30,15,15,0,0,0,15,0,15,0,30,-30,90,11c,,X
CBOT,BO,2011,H,,20101221,Y,D,55500,0,25,-25,0,25,-25,0,25,-25,0,0,0,75,11d,,X
CBOT,BO,2011,H,,20101221,Y,D,55500,0,25,-25,0,0,0,0,0,0,0,0,0,25,12a,,X
CBOT,BO,2011,H,,20101221,Y,A,55500,30,65,-35,0,25,-25,15,25,-10,0,30,-30,190,11c11d12a,,X
CBOT,BO,2011,H,,20101221,Y,D,55510,0,2,-2,0,0,0,0,0,0,0,0,0,2,12d,,X
CBOT,BO,2011,H,,20101221,Y,D,55510,28,4,24,49,0,49,12,67,-55,8,0,8,168,13a,,X
CBOT,BO,2011,H,,20101221,Y,D,55510,0,10,-10,0,0,0,10,0,10,0,0,0,20,13d,,X
CBOT,BO,2011,H,,20101221,Y,A,55510,28,16,12,49,0,49,22,67,-45,8,0,8,190,12d13a13d,,X
CBOT,BO,2011,H,,20101221,N,D,55550,0,11,-11,16,10,6,0,5,-5,0,0,0,42,09c,,X
CBOT,BO,2011,H,,20101221,N,D,55550,0,0,0,5,0,5,0,0,0,0,0,0,5,09d,,X
CBOT,BO,2011,H,,20101221,N,D,55550,0,15,-15,15,0,15,0,0,0,0,0,0,30,10a,,X
CBOT,BO,2011,H,,20101221,N,D,55550,0,5,-5,10,0,10,0,0,0,0,0,0,15,10b,,X
CBOT,BO,2011,H,,20101221,N,A,55550,0,31,-31,46,10,36,0,5,-5,0,0,0,92,09c09d10a10b,,X
CBOT,BO,2011,H,,20101221,Y,D,55550,153,0,153,0,162,-162,9,0,9,0,0,0,324,09c,,X
CBOT,BO,2011,H,,20101221,Y,A,55550,153,0,153,0,162,-162,9,0,9,0,0,0,324,09c,,X
CBOT,BO,2011,H,,20101221,Y,D,55700,9,0,9,0,0,0,0,0,0,0,0,0,9,09c,,X
CBOT,BO,2011,H,,20101221,Y,D,55700,36,0,36,0,0,0,0,0,0,0,45,-45,81,09d,,X
CBOT,BO,2011,H,,20101221,Y,A,55700,45,0,45,0,0,0,0,0,0,0,45,-45,90,09c09d,,X
CBOT,BO,2011,H,,20101221,Y,D,55710,135,0,135,0,153,-153,18,0,18,0,0,0,306,09d,,X
CBOT,BO,2011,H,,20101221,Y,D,55710,0,0,0,0,90,-90,90,0,90,0,0,0,180,11d,,X
CBOT,BO,2011,H,,20101221,Y,A,55710,135,0,135,0,243,-243,108,0,108,0,0,0,486,09d11d,,X
CBOT,BO,2011,H,,20101221,Y,D,55720,18,0,18,0,0,0,0,18,-18,0,0,0,36,10d,,X
CBOT,BO,2011,H,,20101221,Y,A,55720,18,0,18,0,0,0,0,18,-18,0,0,0,36,10d,,X
CBOT,BO,2011,H,,20101221,N,D,55800,0,10,-10,10,0,10,0,0,0,0,0,0,20,09d,,X
CBOT,BO,2011,H,,20101221,N,A,55800,0,10,-10,10,0,10,0,0,0,0,0,0,20,09d,,X
CBOT,BO,2011,H,,20101221,N,D,55850,0,0,0,10,10,0,0,0,0,0,0,0,20,09d,,X
CBOT,BO,2011,H,,20101221,N,A,55850,0,0,0,10,10,0,0,0,0,0,0,0,20,09d,,X
CBOT,BO,2011,H,,20101221,N,D,55860,0,5,-5,0,10,-10,10,0,10,5,0,5,30,09d,,X
CBOT,BO,2011,H,,20101221,N,A,55860,0,5,-5,0,10,-10,10,0,10,5,0,5,30,09d,,X
CBOT,BO,2011,H,,20101221,N,D,55900,0,5,-5,10,15,-5,5,0,5,5,0,5,40,09d,,X
CBOT,BO,2011,H,,20101221,N,A,55900,0,5,-5,10,15,-5,5,0,5,5,0,5,40,09d,,X
CBOT,BO,2011,H,,20101221,Y,D,55960,90,0,90,0,90,-90,0,0,0,0,0,0,180,12d,,X
CBOT,BO,2011,H,,20101221,Y,A,55960,90,0,90,0,90,-90,0,0,0,0,0,0,180,12d,,X
CBOT,BO,2011,H,,20101221,N,D,56000,0,55,-55,55,0,55,0,0,0,0,0,0,110,12d,,X
CBOT,BO,2011,H,,20101221,N,A,56000,0,55,-55,55,0,55,0,0,0,0,0,0,110,12d,,X
CBOT,BO,2011,H,,20101221,Y,D,56000,0,0,0,0,0,0,0,0,0,100,0,100,100,11d,,X
CBOT,BO,2011,H,,20101221,Y,A,56000,0,0,0,0,0,0,0,0,0,100,0,100,100,11d,,X
CBOT,BO,2011,H,,20101221,N,D,56030,55,5,50,0,50,-50,0,0,0,0,0,0,110,10a,,X
CBOT,BO,2011,H,,20101221,N,A,56030,55,5,50,0,50,-50,0,0,0,0,0,0,110,10a,,X
CBOT,BO,2011,H,,20101221,N,D,56040,54,0,54,0,54,-54,0,0,0,0,0,0,108,10a,,X
CBOT,BO,2011,H,,20101221,N,D,56040,3,0,3,0,0,0,0,3,-3,0,0,0,6,13d,,X
CBOT,BO,2011,H,,20101221,N,A,56040,57,0,57,0,54,-54,0,3,-3,0,0,0,114,10a13d,,X
CBOT,BO,2011,H,,20101221,N,D,56050,40,0,40,0,0,0,0,0,0,0,50,-50,90,12a,,X
CBOT,BO,2011,H,,20101221,N,D,56050,0,0,0,10,0,10,0,0,0,0,0,0,10,12b,,X
CBOT,BO,2011,H,,20101221,N,D,56050,2,0,2,39,39,0,0,0,0,0,2,-2,82,13d,,X
CBOT,BO,2011,H,,20101221,N,D,56050,0,0,0,3,3,0,0,0,0,0,0,0,6,14a,,X
CBOT,BO,2011,H,,20101221,N,A,56050,42,0,42,52,42,10,0,0,0,0,52,-52,188,12a12b13d14a,,X
CBOT,BO,2011,H,,20101221,N,D,56060,5,0,5,0,5,-5,0,0,0,0,0,0,10,10a,,X
CBOT,BO,2011,H,,20101221,N,D,56060,0,0,0,27,17,10,0,10,-10,0,0,0,54,14a,,X
CBOT,BO,2011,H,,20101221,N,A,56060,5,0,5,27,22,5,0,10,-10,0,0,0,64,10a14a,,X
CBOT,BO,2011,H,,20101221,N,D,56080,0,0,0,1,0,1,0,0,0,8,9,-1,18,13b,,X
CBOT,BO,2011,H,,20101221,N,D,56080,0,1,-1,1,0,1,0,0,0,0,0,0,2,13c,,X
CBOT,BO,2011,H,,20101221,N,D,56080,0,20,-20,19,26,-7,10,0,10,56,39,17,170,13d,,X
CBOT,BO,2011,H,,20101221,N,D,56080,0,17,-17,81,73,8,0,0,0,32,23,9,226,14a,,X
CBOT,BO,2011,H,,20101221,N,D,56080,0,0,0,2,0,2,0,0,0,0,2,-2,4,14c,,X
CBOT,BO,2011,H,,20101221,N,A,56080,0,38,-38,104,99,5,10,0,10,96,73,23,420,13b13c13d14a14c,,X
CBOT,BO,2011,H,,20101221,N,D,56090,0,0,0,0,0,0,0,0,0,2,2,0,4,13b,,X
CBOT,BO,2011,H,,20101221,N,A,56090,0,0,0,0,0,0,0,0,0,2,2,0,4,13b,,X
CBOT,BO,2011,H,,20101221,Y,D,56090,0,0,0,0,24,-24,0,0,0,0,0,0,24,13a,,X
CBOT,BO,2011,H,,20101221,Y,A,56090,0,0,0,0,24,-24,0,0,0,0,0,0,24,13a,,X
CBOT,BO,2011,H,,20101221,N,D,56100,0,0,0,5,0,5,0,0,0,1,0,1,6,09d,,X
CBOT,BO,2011,H,,20101221,N,D,56100,0,1,-1,0,5,-5,0,0,0,0,0,0,6,10a,,X
CBOT,BO,2011,H,,20101221,N,D,56100,0,0,0,0,2,-2,0,0,0,0,0,0,2,13a,,X
CBOT,BO,2011,H,,20101221,N,D,56100,2,0,2,0,0,0,0,0,0,0,0,0,2,13c,,X
CBOT,BO,2011,H,,20101221,N,D,56100,0,0,0,14,50,-36,0,0,0,36,0,36,100,14c,,X
CBOT,BO,2011,H,,20101221,N,A,56100,2,1,1,19,57,-38,0,0,0,37,0,37,116,09d10a13a13c14c,,X
CBOT,BO,2011,H,,20101221,Y,D,56140,90,0,90,0,90,-90,0,0,0,0,0,0,180,13a,,X
CBOT,BO,2011,H,,20101221,Y,A,56140,90,0,90,0,90,-90,0,0,0,0,0,0,180,13a,,X
CBOT,BO,2011,H,,20101221,N,D,56150,0,45,-45,5,26,-21,0,0,0,106,0,106,182,09d,,X
CBOT,BO,2011,H,,20101221,N,D,56150,0,20,-20,0,20,-20,0,0,0,0,0,0,40,10a,,X
CBOT,BO,2011,H,,20101221,N,A,56150,0,65,-65,5,46,-41,0,0,0,106,0,106,222,09d10a,,X
CBOT,BO,2011,H,,20101221,Y,D,56150,45,0,45,0,9,-9,0,0,0,0,36,-36,90,10a,,X
CBOT,BO,2011,H,,20101221,Y,D,56150,234,0,234,0,270,-270,36,0,36,0,0,0,540,10c,,X
CBOT,BO,2011,H,,20101221,Y,D,56150,45,0,45,0,0,0,0,0,0,0,45,-45,90,11b,,X
CBOT,BO,2011,H,,20101221,Y,D,56150,45,0,45,0,0,0,0,0,0,0,45,-45,90,13a,,X
CBOT,BO,2011,H,,20101221,Y,D,56150,18,0,18,0,0,0,0,0,0,0,18,-18,36,13d,,X
CBOT,BO,2011,H,,20101221,Y,A,56150,387,0,387,0,279,-279,36,0,36,0,144,-144,846,10a10c11b13a13d,,X
CBOT,BO,2011,K,,20101221,Y,D,55820,66,0,66,7,0,7,7,0,7,0,80,-80,160,12d,,X
CBOT,BO,2011,K,,20101221,Y,A,55820,66,0,66,7,0,7,7,0,7,0,80,-80,160,12d,,X
CBOT,BO,2011,K,,20101221,N,D,55830,2,0,2,0,2,-2,0,0,0,0,0,0,4,09c,,X
CBOT,BO,2011,K,,20101221,N,A,55830,2,0,2,0,2,-2,0,0,0,0,0,0,4,09c,,X
CBOT,BO,2011,K,,20101221,Y,D,55830,40,0,40,0,0,0,0,0,0,0,40,-40,80,12d,,X
CBOT,BO,2011,K,,20101221,Y,A,55830,40,0,40,0,0,0,0,0,0,0,40,-40,80,12d,,X
CBOT,BO,2011,K,,20101221,Y,D,55840,0,2,-2,0,0,0,0,2,-2,4,0,4,8,13a,,X
CBOT,BO,2011,K,,20101221,Y,A,55840,0,2,-2,0,0,0,0,2,-2,4,0,4,8,13a,,X
CBOT,BO,2011,K,,20101221,Y,D,55850,0,4,-4,0,0,0,4,0,4,0,0,0,8,13d,,X
CBOT,BO,2011,K,,20101221,Y,A,55850,0,4,-4,0,0,0,4,0,4,0,0,0,8,13d,,X
CBOT,BO,2011,K,,20101221,Y,D,56120,0,18,-18,0,0,0,18,0,18,0,0,0,36,12d,,X
CBOT,BO,2011,K,,20101221,Y,D,56120,0,18,-18,0,0,0,18,0,18,0,0,0,36,13a,,X
CBOT,BO,2011,K,,20101221,Y,A,56120,0,36,-36,0,0,0,36,0,36,0,0,0,72,12d13a,,X
CBOT,BO,2011,K,,20101221,N,D,56350,0,0,0,19,0,19,0,0,0,0,19,-19,38,14b,,X
CBOT,BO,2011,K,,20101221,N,A,56350,0,0,0,19,0,19,0,0,0,0,19,-19,38,14b,,X
CBOT,BO,2011,K,,20101221,N,D,56380,0,4,-4,0,0,0,0,0,0,0,0,0,4,13a,,X
CBOT,BO,2011,K,,20101221,N,D,56380,4,0,4,0,0,0,0,0,0,0,0,0,4,13d,,X
CBOT,BO,2011,K,,20101221,N,A,56380,4,4,0,0,0,0,0,0,0,0,0,0,8,13a13d,,X
CBOT,BO,2011,K,,20101221,N,D,56390,0,3,-3,0,0,0,0,0,0,3,0,3,6,13d,,X
CBOT,BO,2011,K,,20101221,N,A,56390,0,3,-3,0,0,0,0,0,0,3,0,3,6,13d,,X
CBOT,BO,2011,N,,20101221,Y,D,55990,0,0,0,31,0,31,0,31,-31,0,0,0,62,13d,,X
CBOT,BO,2011,N,,20101221,Y,A,55990,0,0,0,31,0,31,0,31,-31,0,0,0,62,13d,,X
CBOT,BO,2011,N,,20101221,N,D,56000,1,0,1,1,2,-1,0,0,0,0,0,0,4,09c,,X
CBOT,BO,2011,N,,20101221,N,A,56000,1,0,1,1,2,-1,0,0,0,0,0,0,4,09c,,X
CBOT,BO,2011,N,,20101221,Y,D,56000,19,0,19,0,19,-19,0,0,0,0,0,0,38,13a,,X
CBOT,BO,2011,N,,20101221,Y,A,56000,19,0,19,0,19,-19,0,0,0,0,0,0,38,13a,,X
CBOT,BO,2011,N,,20101221,Y,D,56040,0,1,-1,0,0,0,0,0,0,1,0,1,2,10a,,X
CBOT,BO,2011,N,,20101221,Y,A,56040,0,1,-1,0,0,0,0,0,0,1,0,1,2,10a,,X
CBOT,BO,2011,N,,20101221,Y,D,56050,0,84,-84,30,120,-90,0,0,0,174,0,174,408,10a,,X
CBOT,BO,2011,N,,20101221,Y,A,56050,0,84,-84,30,120,-90,0,0,0,174,0,174,408,10a,,X
CBOT,BO,2011,N,,20101221,Y,D,56080,0,0,0,0,0,0,0,2,-2,2,0,2,4,12d,,X
CBOT,BO,2011,N,,20101221,Y,A,56080,0,0,0,0,0,0,0,2,-2,2,0,2,4,12d,,X
CBOT,BO,2011,N,,20101221,N,D,56500,10,0,10,15,25,-10,0,0,0,0,0,0,50,13a,,X
CBOT,BO,2011,N,,20101221,N,D,56500,3,0,3,4,0,4,0,0,0,0,7,-7,14,13b,,X
CBOT,BO,2011,N,,20101221,N,A,56500,13,0,13,19,25,-6,0,0,0,0,7,-7,64,13a13b,,X
CBOT,BO,2011,N,,20101221,N,D,56570,3,0,3,0,3,-3,0,0,0,0,0,0,6,10a,,X
CBOT,BO,2011,N,,20101221,N,A,56570,3,0,3,0,3,-3,0,0,0,0,0,0,6,10a,,X
CBOT,BO,2011,N,,20101221,N,D,56600,16,0,16,3,19,-16,0,0,0,0,0,0,38,11b,,X
CBOT,BO,2011,N,,20101221,N,A,56600,16,0,16,3,19,-16,0,0,0,0,0,0,38,11b,,X
CBOT,BO,2011,N,,20101221,Y,D,56600,90,0,90,0,0,0,0,0,0,0,90,-90,180,12c,,X
CBOT,BO,2011,N,,20101221,Y,A,56600,90,0,90,0,0,0,0,0,0,0,90,-90,180,12c,,X
CBOT,BO,2011,Q,,20101221,N,D,56530,0,0,0,0,5,-5,0,0,0,5,0,5,10,13c,,X
CBOT,BO,2011,Q,,20101221,N,A,56530,0,0,0,0,5,-5,0,0,0,5,0,5,10,13c,,X
CBOT,BO,2011,Q,,20101221,Y,D,56740,45,0,45,0,0,0,0,0,0,0,45,-45,90,10c,,X
CBOT,BO,2011,Q,,20101221,Y,A,56740,45,0,45,0,0,0,0,0,0,0,45,-45,90,10c,,X
CBOT,BO,2011,U,,20101221,Y,D,55530,24,0,24,0,0,0,0,0,0,0,24,-24,48,10c,,X
CBOT,BO,2011,U,,20101221,Y,A,55530,24,0,24,0,0,0,0,0,0,0,24,-24,48,10c,,X
CBOT,BO,2011,U,,20101221,Y,D,56530,21,0,21,0,0,0,0,0,0,0,21,-21,42,10c,,X
CBOT,BO,2011,U,,20101221,Y,A,56530,21,0,21,0,0,0,0,0,0,0,21,-21,42,10c,,X
CBOT,BO,2011,V,,20101221,N,D,56380,20,0,20,20,40,-20,0,0,0,0,0,0,80,11b,,X
CBOT,BO,2011,V,,20101221,N,A,56380,20,0,20,20,40,-20,0,0,0,0,0,0,80,11b,,X
CBOT,BO,2011,V,,20101221,N,D,56400,20,0,20,20,40,-20,0,0,0,0,0,0,80,11a,,X
CBOT,BO,2011,V,,20101221,N,D,56400,70,0,70,0,70,-70,0,0,0,0,0,0,140,11c,,X
CBOT,BO,2011,V,,20101221,N,A,56400,90,0,90,20,110,-90,0,0,0,0,0,0,220,11a11c,,X
CBOT,BO,2011,Z,,20101221,Y,D,55770,0,9,-9,0,0,0,0,0,0,9,0,9,18,13a,,X
CBOT,BO,2011,Z,,20101221,Y,A,55770,0,9,-9,0,0,0,0,0,0,9,0,9,18,13a,,X
CBOT,BO,2011,Z,,20101221,Y,D,55880,0,0,0,0,0,0,2,0,2,0,2,-2,4,12d,,X
CBOT,BO,2011,Z,,20101221,Y,A,55880,0,0,0,0,0,0,2,0,2,0,2,-2,4,12d,,X
CBOT,C,2011,H,,20101221,N,D,5980,1,0,1,0,1,-1,0,1,-1,1,0,1,4,09c,,X
CBOT,C,2011,H,,20101221,N,A,5980,1,0,1,0,1,-1,0,1,-1,1,0,1,4,09c,,X
CBOT,C,2011,H,,20101221,Y,D,5980,0,0,0,0,0,0,2,0,2,0,2,-2,4,09d,,X
CBOT,C,2011,H,,20101221,Y,A,5980,0,0,0,0,0,0,2,0,2,0,2,-2,4,09d,,X
CBOT,C,2011,H,,20101221,N,D,5985,11,0,11,0,0,0,0,11,-11,0,0,0,22,09c,,X
CBOT,C,2011,H,,20101221,N,A,5985,11,0,11,0,0,0,0,11,-11,0,0,0,22,09c,,X
CBOT,C,2011,H,,20101221,N,D,5990,18,5,13,2,0,2,0,16,-16,1,0,1,42,09c,,X
CBOT,C,2011,H,,20101221,N,A,5990,18,5,13,2,0,2,0,16,-16,1,0,1,42,09c,,X
