exch_code,commodity,future_year,future_month,strike_price,trade_date,spread_flag,record_id,trade_price,buy_cti1,sell_cti1,net_cti1,buy_cti2,sell_cti2,net_cti2,buy_cti3,sell_cti3,net_cti3,buy_cti4,sell_cti4,net_cti4,total_cti,bracket,put_call,eof
CBOT,YC,2011,Z,,20101221,N,D,5440,2,0,2,0,0,0,0,0,0,0,2,-2,4,12a,,X
CBOT,YC,2011,Z,,20101221,N,D,5440,1,0,1,0,0,0,0,0,0,0,1,-1,2,12b,,X
CBOT,YC,2011,Z,,20101221,N,A,5440,3,0,3,0,0,0,0,0,0,0,3,-3,6,12a12b,,X
CBOT,YC,2011,Z,,20101221,N,D,5442,2,0,2,0,0,0,0,0,0,0,2,-2,4,10b,,X
CBOT,YC,2011,Z,,20101221,N,A,5442,2,0,2,0,0,0,0,0,0,0,2,-2,4,10b,,X
CBOT,YC,2011,Z,,20101221,N,D,5445,1,0,1,0,0,0,0,0,0,0,1,-1,2,10d,,X
CBOT,YC,2011,Z,,20101221,N,A,5445,1,0,1,0,0,0,0,0,0,0,1,-1,2,10d,,X
CBOT,YC,2011,Z,,20101221,N,D,5447,2,0,2,0,0,0,0,0,0,0,2,-2,4,11d,,X
CBOT,YC,2011,Z,,20101221,N,A,5447,2,0,2,0,0,0,0,0,0,0,2,-2,4,11d,,X
CBOT,YC,2011,Z,,20101221,N,D,5450,1,0,1,0,0,0,0,0,0,0,1,-1,2,09d,,X
CBOT,YC,2011,Z,,20101221,N,D,5450,5,0,5,0,0,0,0,0,0,0,5,-5,10,10c,,X
CBOT,YC,2011,Z,,20101221,N,A,5450,6,0,6,0,0,0,0,0,0,0,6,-6,12,09d10c,,X
CBOT,YC,2011,Z,,20101221,Y,D,5451,0,0,0,0,0,0,0,5,-5,5,0,5,10,10a,,X
CBOT,YC,2011,Z,,20101221,Y,A,5451,0,0,0,0,0,0,0,5,-5,5,0,5,10,10a,,X
CBOT,YC,2011,Z,,20101221,N,D,5452,2,0,2,0,0,0,0,0,0,0,2,-2,4,11a,,X
CBOT,YC,2011,Z,,20101221,N,A,5452,2,0,2,0,0,0,0,0,0,0,2,-2,4,11a,,X
CBOT,YC,2011,Z,,20101221,N,D,5453,0,5,-5,5,0,5,0,0,0,0,0,0,10,10d,,X
CBOT,YC,2011,Z,,20101221,N,A,5453,0,5,-5,5,0,5,0,0,0,0,0,0,10,10d,,X
CBOT,YC,2012,H,,20101221,N,D,5502,2,0,2,0,0,0,0,0,0,0,0,0,2,12b,,X
CBOT,YC,2012,H,,20101221,N,D,5502,0,0,0,0,0,0,0,0,0,0,2,-2,2,12c,,X
CBOT,YC,2012,H,,20101221,N,A,5502,2,0,2,0,0,0,0,0,0,0,2,-2,4,12b12c,,X
CBOT,YC,2012,H,,20101221,N,D,5513,0,5,-5,0,0,0,0,0,0,0,0,0,5,12c,,X
CBOT,YC,2012,H,,20101221,N,D,5513,0,0,0,5,0,5,0,0,0,0,0,0,5,12d,,X
CBOT,YC,2012,H,,20101221,N,A,5513,0,5,-5,5,0,5,0,0,0,0,0,0,10,12c12d,,X
CBOT,YC,2012,H,,20101221,N,D,5522,3,0,3,0,0,0,0,0,0,0,3,-3,6,10d,,X
CBOT,YC,2012,H,,20101221,N,A,5522,3,0,3,0,0,0,0,0,0,0,3,-3,6,10d,,X
CBOT,YC,2012,H,,20101221,N,D,5526,0,5,-5,5,0,5,0,0,0,0,0,0,10,10b,,X
CBOT,YC,2012,H,,20101221,N,A,5526,0,5,-5,5,0,5,0,0,0,0,0,0,10,10b,,X
CBOT,YC,2012,H,,20101221,N,D,5533,0,1,-1,5,0,5,0,0,0,0,4,-4,10,10d,,X
CBOT,YC,2012,H,,20101221,N,A,5533,0,1,-1,5,0,5,0,0,0,0,4,-4,10,10d,,X
CBOT,YK,2011,F,,20101221,N,D,13140,0,0,0,0,0,0,0,0,0,2,2,0,4,09c,,X
CBOT,YK,2011,F,,20101221,N,D,13140,1,0,1,0,0,0,0,0,0,0,1,-1,2,10a,,X
CBOT,YK,2011,F,,20101221,N,A,13140,1,0,1,0,0,0,0,0,0,2,3,-1,6,09c10a,,X
CBOT,YK,2011,F,,20101221,N,D,13145,1,0,1,0,0,0,0,0,0,1,2,-1,4,09c,,X
CBOT,YK,2011,F,,20101221,N,A,13145,1,0,1,0,0,0,0,0,0,1,2,-1,4,09c,,X
CBOT,YK,2011,F,,20101221,N,D,13150,0,0,0,0,0,0,0,0,0,3,3,0,6,09c,,X
CBOT,YK,2011,F,,20101221,N,D,13150,0,2,-2,0,0,0,0,0,0,2,0,2,4,10a,,X
CBOT,YK,2011,F,,20101221,N,A,13150,0,2,-2,0,0,0,0,0,0,5,3,2,10,09c10a,,X
CBOT,YK,2011,F,,20101221,Y,D,13152,0,2,-2,0,0,0,0,0,0,2,0,2,4,09c,,X
CBOT,YK,2011,F,,20101221,Y,D,13152,0,3,-3,0,0,0,0,0,0,3,0,3,6,10a,,X
CBOT,YK,2011,F,,20101221,Y,D,13152,0,2,-2,0,0,0,0,0,0,2,0,2,4,10c,,X
CBOT,YK,2011,F,,20101221,Y,D,13152,0,3,-3,0,0,0,0,0,0,3,0,3,6,10d,,X
CBOT,YK,2011,F,,20101221,Y,D,13152,0,3,-3,0,0,0,0,0,0,3,0,3,6,11a,,X
CBOT,YK,2011,F,,20101221,Y,D,13152,0,4,-4,0,0,0,0,0,0,4,0,4,8,12a,,X
CBOT,YK,2011,F,,20101221,Y,D,13152,0,1,-1,0,0,0,0,0,0,1,0,1,2,13a,,X
CBOT,YK,2011,F,,20101221,Y,A,13152,0,18,-18,0,0,0,0,0,0,18,0,18,36,09c10a10c10d11a12a13a,,X
CBOT,YK,2011,F,,20101221,Y,D,13155,0,25,-25,0,0,0,0,0,0,25,0,25,50,09c,,X
CBOT,YK,2011,F,,20101221,Y,A,13155,0,25,-25,0,0,0,0,0,0,25,0,25,50,09c,,X
CBOT,YK,2011,F,,20101221,N,D,13160,2,0,2,0,0,0,0,0,0,1,3,-2,6,09c,,X
CBOT,YK,2011,F,,20101221,N,A,13160,2,0,2,0,0,0,0,0,0,1,3,-2,6,09c,,X
CBOT,YK,2011,F,,20101221,N,D,13170,1,0,1,0,0,0,0,0,0,1,2,-1,4,09c,,X
CBOT,YK,2011,F,,20101221,N,A,13170,1,0,1,0,0,0,0,0,0,1,2,-1,4,09c,,X
CBOT,YK,2011,F,,20101221,Y,D,13171,0,20,-20,0,0,0,0,0,0,20,0,20,40,09c,,X
CBOT,YK,2011,F,,20101221,Y,A,13171,0,20,-20,0,0,0,0,0,0,20,0,20,40,09c,,X
CBOT,YK,2011,F,,20101221,Y,D,13210,10,0,10,0,100,-100,55,0,55,10,0,10,175,09d,,X
CBOT,YK,2011,F,,20101221,Y,D,13210,0,0,0,0,0,0,0,0,0,25,0,25,25,11b,,X
CBOT,YK,2011,F,,20101221,Y,A,13210,10,0,10,0,100,-100,55,0,55,35,0,35,200,09d11b,,X
CBOT,YK,2011,F,,20101221,N,D,13235,1,0,1,0,0,0,0,0,0,0,1,-1,2,13a,,X
CBOT,YK,2011,F,,20101221,N,A,13235,1,0,1,0,0,0,0,0,0,0,1,-1,2,13a,,X
CBOT,YK,2011,F,,20101221,N,D,13240,4,0,4,0,0,0,0,0,0,1,5,-4,10,10a,,X
CBOT,YK,2011,F,,20101221,N,A,13240,4,0,4,0,0,0,0,0,0,1,5,-4,10,10a,,X
CBOT,YK,2011,F,,20101221,Y,D,13240,0,5,-5,0,0,0,0,0,0,5,0,5,10,10c,,X
CBOT,YK,2011,F,,20101221,Y,A,13240,0,5,-5,0,0,0,0,0,0,5,0,5,10,10c,,X
CBOT,YK,2011,F,,20101221,Y,D,13241,0,30,-30,0,0,0,0,0,0,30,0,30,60,10c,,X
CBOT,YK,2011,F,,20101221,Y,A,13241,0,30,-30,0,0,0,0,0,0,30,0,30,60,10c,,X
CBOT,YK,2011,F,,20101221,N,D,13242,2,0,2,0,0,0,0,0,0,0,2,-2,4,11d,,X
CBOT,YK,2011,F,,20101221,N,A,13242,2,0,2,0,0,0,0,0,0,0,2,-2,4,11d,,X
CBOT,YK,2011,F,,20101221,N,D,13245,1,0,1,0,0,0,0,0,0,0,1,-1,2,10a,,X
CBOT,YK,2011,F,,20101221,N,D,13245,0,0,0,0,0,0,0,0,0,1,1,0,2,10b,,X
CBOT,YK,2011,F,,20101221,N,A,13245,1,0,1,0,0,0,0,0,0,1,2,-1,4,10a10b,,X
CBOT,YK,2011,F,,20101221,N,D,13247,1,0,1,0,0,0,0,0,0,0,1,-1,2,10b,,X
CBOT,YK,2011,F,,20101221,N,A,13247,1,0,1,0,0,0,0,0,0,0,1,-1,2,10b,,X
CBOT,YK,2011,F,,20101221,N,D,13250,2,0,2,0,0,0,0,0,0,1,3,-2,6,10a,,X
CBOT,YK,2011,F,,20101221,N,D,13250,0,0,0,0,0,0,0,0,0,1,1,0,2,10d,,X
CBOT,YK,2011,F,,20101221,N,D,13250,1,0,1,0,0,0,0,0,0,0,1,-1,2,12b,,X
CBOT,YK,2011,F,,20101221,N,D,13250,1,0,1,0,0,0,0,0,0,0,1,-1,2,12d,,X
CBOT,YK,2011,F,,20101221,N,D,13250,2,0,2,0,0,0,0,0,0,0,2,-2,4,13b,,X
CBOT,YK,2011,F,,20101221,N,D,13250,0,5,-5,5,0,5,0,0,0,0,0,0,10,13c,,X
CBOT,YK,2011,F,,20101221,N,A,13250,6,5,1,5,0,5,0,0,0,2,8,-6,26,10a10d12b12d13b13c,,X
CBOT,YK,2011,F,,20101221,Y,D,13250,150,0,150,0,150,-150,0,0,0,0,0,0,300,13a,,X
CBOT,YK,2011,F,,20101221,Y,A,13250,150,0,150,0,150,-150,0,0,0,0,0,0,300,13a,,X
CBOT,YK,2011,F,,20101221,N,D,13252,1,0,1,0,0,0,0,0,0,0,1,-1,2,10b,,X
CBOT,YK,2011,F,,20101221,N,D,13252,0,0,0,0,0,0,0,0,0,2,2,0,4,10c,,X
CBOT,YK,2011,F,,20101221,N,A,13252,1,0,1,0,0,0,0,0,0,2,3,-1,6,10b10c,,X
CBOT,YK,2011,F,,20101221,N,D,13255,15,10,5,0,0,0,0,5,-5,0,0,0,30,13c,,X
CBOT,YK,2011,F,,20101221,N,A,13255,15,10,5,0,0,0,0,5,-5,0,0,0,30,13c,,X
CBOT,YK,2011,F,,20101221,Y,D,13261,0,5,-5,0,5,-5,0,0,0,10,0,10,20,11c,,X
CBOT,YK,2011,F,,20101221,Y,A,13261,0,5,-5,0,5,-5,0,0,0,10,0,10,20,11c,,X
CBOT,YK,2011,F,,20101221,N,D,13270,0,4,-4,0,0,0,0,0,0,4,0,4,8,09d,,X
CBOT,YK,2011,F,,20101221,N,D,13270,1,0,1,0,0,0,0,0,0,0,1,-1,2,10c,,X
CBOT,YK,2011,F,,20101221,N,A,13270,1,4,-3,0,0,0,0,0,0,4,1,3,10,09d10c,,X
CBOT,YK,2011,F,,20101221,Y,D,13270,15,0,15,0,0,0,30,60,-30,15,0,15,120,10d,,X
CBOT,YK,2011,F,,20101221,Y,D,13270,20,0,20,0,5,-5,0,15,-15,0,0,0,40,11a,,X
CBOT,YK,2011,F,,20101221,Y,A,13270,35,0,35,0,5,-5,30,75,-45,15,0,15,160,10d11a,,X
CBOT,YK,2011,F,,20101221,Y,D,13271,5,0,5,0,5,-5,0,0,0,0,0,0,10,11a,,X
CBOT,YK,2011,F,,20101221,Y,A,13271,5,0,5,0,5,-5,0,0,0,0,0,0,10,11a,,X
CBOT,YK,2011,F,,20101221,N,D,13275,0,2,-2,0,0,0,0,0,0,5,3,2,10,11a,,X
CBOT,YK,2011,F,,20101221,N,A,13275,0,2,-2,0,0,0,0,0,0,5,3,2,10,11a,,X
CBOT,YK,2011,F,,20101221,N,D,13280,0,1,-1,0,0,0,0,0,0,2,1,1,4,09d,,X
CBOT,YK,2011,F,,20101221,N,A,13280,0,1,-1,0,0,0,0,0,0,2,1,1,4,09d,,X
CBOT,YK,2011,H,,20101221,Y,D,13262,2,0,2,0,0,0,0,0,0,0,2,-2,4,09c,,X
CBOT,YK,2011,H,,20101221,Y,D,13262,3,0,3,0,0,0,0,0,0,0,3,-3,6,10a,,X
CBOT,YK,2011,H,,20101221,Y,D,13262,2,0,2,0,0,0,0,0,0,0,2,-2,4,10c,,X
CBOT,YK,2011,H,,20101221,Y,D,13262,2,0,2,0,0,0,0,0,0,0,2,-2,4,11a,,X
CBOT,YK,2011,H,,20101221,Y,D,13262,4,0,4,0,0,0,0,0,0,0,4,-4,8,12a,,X
CBOT,YK,2011,H,,20101221,Y,D,13262,1,0,1,0,0,0,0,0,0,0,1,-1,2,13a,,X
CBOT,YK,2011,H,,20101221,Y,A,13262,14,0,14,0,0,0,0,0,0,0,14,-14,28,09c10a10c11a12a13a,,X
CBOT,YK,2011,H,,20101221,Y,D,13265,1,0,1,0,0,0,0,0,0,0,1,-1,2,11a,,X
CBOT,YK,2011,H,,20101221,Y,A,13265,1,0,1,0,0,0,0,0,0,0,1,-1,2,11a,,X
CBOT,YK,2011,H,,20101221,N,D,13280,2,0,2,0,0,0,0,0,0,1,3,-2,6,09c,,X
CBOT,YK,2011,H,,20101221,N,A,13280,2,0,2,0,0,0,0,0,0,1,3,-2,6,09c,,X
CBOT,YK,2011,H,,20101221,N,D,13290,0,0,0,0,0,0,0,0,0,1,1,0,2,09c,,X
CBOT,YK,2011,H,,20101221,N,A,13290,0,0,0,0,0,0,0,0,0,1,1,0,2,09c,,X
CBOT,YK,2011,H,,20101221,N,D,13300,2,0,2,0,0,0,0,0,0,0,2,-2,4,09c,,X
CBOT,YK,2011,H,,20101221,N,A,13300,2,0,2,0,0,0,0,0,0,0,2,-2,4,09c,,X
CBOT,YK,2011,H,,20101221,N,D,13315,0,0,0,0,0,0,0,0,0,1,1,0,2,09d,,X
CBOT,YK,2011,H,,20101221,N,A,13315,0,0,0,0,0,0,0,0,0,1,1,0,2,09d,,X
CBOT,YK,2011,H,,20101221,N,D,13345,1,1,0,0,0,0,0,0,0,0,0,0,2,09d,,X
CBOT,YK,2011,H,,20101221,N,A,13345,1,1,0,0,0,0,0,0,0,0,0,0,2,09d,,X
CBOT,YK,2011,H,,20101221,N,D,13347,1,0,1,0,0,0,0,0,0,1,2,-1,4,10b,,X
CBOT,YK,2011,H,,20101221,N,D,13347,2,0,2,0,0,0,0,0,0,2,4,-2,8,12c,,X
CBOT,YK,2011,H,,20101221,N,D,13347,1,0,1,0,0,0,0,0,0,0,1,-1,2,13a,,X
CBOT,YK,2011,H,,20101221,N,A,13347,4,0,4,0,0,0,0,0,0,3,7,-4,14,10b12c13a,,X
CBOT,YK,2011,H,,20101221,N,D,13352,1,0,1,0,0,0,0,0,0,0,1,-1,2,10b,,X
CBOT,YK,2011,H,,20101221,N,A,13352,1,0,1,0,0,0,0,0,0,0,1,-1,2,10b,,X
CBOT,YK,2011,H,,20101221,N,D,13355,3,0,3,0,0,0,0,0,0,0,3,-3,6,12a,,X
CBOT,YK,2011,H,,20101221,N,D,13355,1,0,1,0,0,0,0,0,0,2,3,-1,6,13a,,X
CBOT,YK,2011,H,,20101221,N,A,13355,4,0,4,0,0,0,0,0,0,2,6,-4,12,12a13a,,X
CBOT,YK,2011,H,,20101221,N,D,13356,0,0,0,5,0,5,0,0,0,0,5,-5,10,10b,,X
CBOT,YK,2011,H,,20101221,N,D,13356,0,0,0,5,0,5,0,0,0,0,5,-5,10,13a,,X
CBOT,YK,2011,H,,20101221,N,A,13356,0,0,0,10,0,10,0,0,0,0,10,-10,20,10b13a,,X
CBOT,YK,2011,H,,20101221,N,D,13357,2,0,2,0,0,0,0,0,0,0,2,-2,4,11b,,X
CBOT,YK,2011,H,,20101221,N,D,13357,2,0,2,0,0,0,0,0,0,0,2,-2,4,11d,,X
CBOT,YK,2011,H,,20101221,N,D,13357,2,0,2,0,0,0,0,0,0,3,5,-2,10,12d,,X
CBOT,YK,2011,H,,20101221,N,A,13357,6,0,6,0,0,0,0,0,0,3,9,-6,18,11b11d12d,,X
CBOT,YK,2011,H,,20101221,N,D,13360,0,0,0,0,0,0,0,0,0,3,3,0,6,10a,,X
CBOT,YK,2011,H,,20101221,N,D,13360,5,0,5,0,0,0,0,0,0,0,5,-5,10,11d,,X
CBOT,YK,2011,H,,20101221,N,D,13360,1,0,1,0,0,0,0,0,0,0,1,-1,2,12b,,X
CBOT,YK,2011,H,,20101221,N,D,13360,1,0,1,0,0,0,0,0,0,0,1,-1,2,12c,,X
CBOT,YK,2011,H,,20101221,N,D,13360,10,0,10,0,0,0,0,0,0,0,0,0,10,13b,,X
CBOT,YK,2011,H,,20101221,N,D,13360,7,0,7,5,0,5,15,2,13,0,0,0,29,13c,,X
CBOT,YK,2011,H,,20101221,N,D,13360,0,15,-15,0,0,0,0,0,0,0,0,0,15,13d,,X
CBOT,YK,2011,H,,20101221,N,D,13360,0,20,-20,0,0,0,0,0,0,0,0,0,20,14a,,X
CBOT,YK,2011,H,,20101221,N,A,13360,24,35,-11,5,0,5,15,2,13,3,10,-7,94,10a11d12b12c13b13c13d14a,,X
CBOT,YK,2011,H,,20101221,Y,D,13361,0,25,-25,0,0,0,0,20,-20,45,0,45,90,10b,,X
CBOT,YK,2011,H,,20101221,Y,D,13361,0,0,0,0,0,0,0,5,-5,5,0,5,10,11c,,X
CBOT,YK,2011,H,,20101221,Y,A,13361,0,25,-25,0,0,0,0,25,-25,50,0,50,100,10b11c,,X
CBOT,YK,2011,H,,20101221,N,D,13362,1,0,1,0,0,0,0,0,0,0,1,-1,2,11d,,X
CBOT,YK,2011,H,,20101221,N,D,13362,2,0,2,0,0,0,0,0,0,0,2,-2,4,12b,,X
CBOT,YK,2011,H,,20101221,N,A,13362,3,0,3,0,0,0,0,0,0,0,3,-3,6,11d12b,,X
CBOT,YK,2011,H,,20101221,N,D,13365,0,0,0,0,0,0,0,0,0,2,2,0,4,10a,,X
CBOT,YK,2011,H,,20101221,N,D,13365,2,0,2,0,0,0,0,0,0,0,2,-2,4,10c,,X
CBOT,YK,2011,H,,20101221,N,D,13365,0,0,0,0,0,0,0,0,0,1,1,0,2,10d,,X
CBOT,YK,2011,H,,20101221,N,D,13365,4,0,4,0,0,0,0,0,0,0,4,-4,8,13b,,X
CBOT,YK,2011,H,,20101221,N,D,13365,5,10,-5,45,0,45,0,38,-38,0,0,0,98,13c,,X
CBOT,YK,2011,H,,20101221,N,D,13365,0,5,-5,3,0,3,0,0,0,0,0,0,8,13d,,X
CBOT,YK,2011,H,,20101221,N,A,13365,11,15,-4,48,0,48,0,38,-38,3,9,-6,124,10a10c10d13b13c13d,,X
CBOT,YK,2011,H,,20101221,N,D,13367,0,0,0,0,0,0,0,0,0,4,4,0,8,10c,,X
CBOT,YK,2011,H,,20101221,N,D,13367,1,0,1,0,0,0,0,0,0,3,4,-1,8,10d,,X
CBOT,YK,2011,H,,20101221,N,D,13367,0,0,0,0,0,0,0,0,0,1,1,0,2,13a,,X
CBOT,YK,2011,H,,20101221,N,A,13367,1,0,1,0,0,0,0,0,0,8,9,-1,18,10c10d13a,,X
CBOT,YK,2011,H,,20101221,N,D,13368,0,2,-2,5,0,5,0,0,0,0,3,-3,10,12d,,X
CBOT,YK,2011,H,,20101221,N,A,13368,0,2,-2,5,0,5,0,0,0,0,3,-3,10,12d,,X
CBOT,YK,2011,H,,20101221,N,D,13370,0,0,0,0,0,0,0,0,0,1,1,0,2,10d,,X
CBOT,YK,2011,H,,20101221,N,D,13370,2,0,2,0,0,0,0,0,0,0,2,-2,4,11b,,X
CBOT,YK,2011,H,,20101221,N,D,13370,0,1,-1,0,0,0,0,0,0,1,0,1,2,11c,,X
CBOT,YK,2011,H,,20101221,N,D,13370,23,18,5,0,5,-5,0,0,0,0,0,0,46,13b,,X
CBOT,YK,2011,H,,20101221,N,A,13370,25,19,6,0,5,-5,0,0,0,2,3,-1,54,10d11b11c13b,,X
CBOT,YK,2011,H,,20101221,Y,D,13371,0,5,-5,0,0,0,0,0,0,5,0,5,10,13a,,X
CBOT,YK,2011,H,,20101221,Y,A,13371,0,5,-5,0,0,0,0,0,0,5,0,5,10,13a,,X
CBOT,YK,2011,H,,20101221,N,D,13372,0,0,0,0,0,0,0,0,0,1,1,0,2,11a,,X
CBOT,YK,2011,H,,20101221,N,A,13372,0,0,0,0,0,0,0,0,0,1,1,0,2,11a,,X
CBOT,YK,2011,H,,20101221,N,D,13373,0,0,0,5,0,5,0,0,0,0,5,-5,10,10c,,X
CBOT,YK,2011,H,,20101221,N,D,13373,0,0,0,10,0,10,0,0,0,0,10,-10,20,10d,,X
CBOT,YK,2011,H,,20101221,N,A,13373,0,0,0,15,0,15,0,0,0,0,15,-15,30,10c10d,,X
CBOT,YK,2011,H,,20101221,N,D,13375,0,0,0,0,0,0,0,0,0,2,2,0,4,11a,,X
CBOT,YK,2011,H,,20101221,N,A,13375,0,0,0,0,0,0,0,0,0,2,2,0,4,11a,,X
CBOT,YK,2011,H,,20101221,N,D,13377,1,0,1,0,0,0,0,0,0,0,1,-1,2,10c,,X
CBOT,YK,2011,H,,20101221,N,D,13377,1,0,1,0,0,0,0,0,0,0,1,-1,2,11a,,X
CBOT,YK,2011,H,,20101221,N,A,13377,2,0,2,0,0,0,0,0,0,0,2,-2,4,10c11a,,X
CBOT,YK,2011,H,,20101221,N,D,13378,0,0,0,5,0,5,0,0,0,0,5,-5,10,10c,,X
CBOT,YK,2011,H,,20101221,N,A,13378,0,0,0,5,0,5,0,0,0,0,5,-5,10,10c,,X
CBOT,YK,2011,K,,20101221,N,D,13415,0,1,-1,0,0,0,0,0,0,1,0,1,2,10a,,X
CBOT,YK,2011,K,,20101221,N,A,13415,0,1,-1,0,0,0,0,0,0,1,0,1,2,10a,,X
CBOT,YK,2011,K,,20101221,N,D,13420,0,0,0,0,0,0,0,0,0,1,1,0,2,10a,,X
CBOT,YK,2011,K,,20101221,N,A,13420,0,0,0,0,0,0,0,0,0,1,1,0,2,10a,,X
CBOT,YK,2011,K,,20101221,N,D,13422,1,0,1,0,0,0,0,0,0,0,1,-1,2,10b,,X
CBOT,YK,2011,K,,20101221,N,A,13422,1,0,1,0,0,0,0,0,0,0,1,-1,2,10b,,X
CBOT,YK,2011,K,,20101221,N,D,13430,1,0,1,0,0,0,0,0,0,1,2,-1,4,09d,,X
CBOT,YK,2011,K,,20101221,N,A,13430,1,0,1,0,0,0,0,0,0,1,2,-1,4,09d,,X
CBOT,YK,2011,N,,20101221,N,D,13450,0,1,-1,0,0,0,0,0,0,1,0,1,2,12a,,X
CBOT,YK,2011,N,,20101221,N,D,13450,1,1,0,0,0,0,0,0,0,1,1,0,4,12b,,X
CBOT,YK,2011,N,,20101221,N,A,13450,1,2,-1,0,0,0,0,0,0,2,1,1,6,12a12b,,X
CBOT,YK,2011,N,,20101221,N,D,13452,1,0,1,0,0,0,0,0,0,0,1,-1,2,12b,,X
CBOT,YK,2011,N,,20101221,N,A,13452,1,0,1,0,0,0,0,0,0,0,1,-1,2,12b,,X
CBOT,YK,2011,X,,20101221,Y,D,12362,3,0,3,0,0,0,0,0,0,0,3,-3,6,10d,,X
CBOT,YK,2011,X,,20101221,Y,A,12362,3,0,3,0,0,0,0,0,0,0,3,-3,6,10d,,X
CBOT,YK,2011,X,,20101221,N,D,12430,4,0,4,0,0,0,0,0,0,0,4,-4,8,09c,,X
CBOT,YK,2011,X,,20101221,N,A,12430,4,0,4,0,0,0,0,0,0,0,4,-4,8,09c,,X
CBOT,YK,2011,X,,20101221,N,D,12440,0,1,-1,0,0,0,0,0,0,1,0,1,2,09c,,X
CBOT,YK,2011,X,,20101221,N,A,12440,0,1,-1,0,0,0,0,0,0,1,0,1,2,09c,,X
CBOT,YK,2011,X,,20101221,N,D,12470,5,0,5,0,0,0,0,0,0,0,5,-5,10,09d,,X
CBOT,YK,2011,X,,20101221,N,D,12470,1,0,1,0,0,0,0,0,0,1,2,-1,4,10d,,X
CBOT,YK,2011,X,,20101221,N,A,12470,6,0,6,0,0,0,0,0,0,1,7,-6,14,09d10d,,X
CBOT,YK,2011,X,,20101221,N,D,12472,1,0,1,0,0,0,0,0,0,0,1,-1,2,09d,,X
CBOT,YK,2011,X,,20101221,N,A,12472,1,0,1,0,0,0,0,0,0,0,1,-1,2,09d,,X
CBOT,YK,2011,X,,20101221,N,D,12475,1,0,1,0,0,0,0,0,0,0,1,-1,2,10c,,X
CBOT,YK,2011,X,,20101221,N,D,12475,0,0,0,0,0,0,0,0,0,1,1,0,2,10d,,X
CBOT,YK,2011,X,,20101221,N,A,12475,1,0,1,0,0,0,0,0,0,1,2,-1,4,10c10d,,X
CBOT,YK,2011,X,,20101221,N,D,12477,1,0,1,0,0,0,0,0,0,0,1,-1,2,09d,,X
CBOT,YK,2011,X,,20101221,N,D,12477,0,0,0,0,0,0,0,0,0,1,1,0,2,10b,,X
CBOT,YK,2011,X,,20101221,N,D,12477,1,0,1,0,0,0,0,0,0,0,1,-1,2,13a,,X
CBOT,YK,2011,X,,20101221,N,A,12477,2,0,2,0,0,0,0,0,0,1,3,-2,6,09d10b13a,,X
CBOT,YK,2011,X,,20101221,N,D,12478,0,0,0,5,0,5,0,0,0,0,0,0,5,09d,,X
CBOT,YK,2011,X,,20101221,N,D,12478,0,0,0,0,0,0,0,0,0,0,5,-5,5,10a,,X
CBOT,YK,2011,X,,20101221,N,A,12478,0,0,0,5,0,5,0,0,0,0,5,-5,10,09d10a,,X
CBOT,YK,2011,X,,20101221,N,D,12480,2,0,2,0,0,0,0,0,0,0,2,-2,4,09d,,X
CBOT,YK,2011,X,,20101221,N,A,12480,2,0,2,0,0,0,0,0,0,0,2,-2,4,09d,,X
CBOT,YK,2011,X,,20101221,N,D,12485,2,0,2,0,0,0,0,0,0,0,2,-2,4,11b,,X
CBOT,YK,2011,X,,20101221,N,D,12485,1,0,1,0,0,0,0,0,0,0,1,-1,2,11c,,X
CBOT,YK,2011,X,,20101221,N,D,12485,1,0,1,0,0,0,0,0,0,1,2,-1,4,12d,,X
CBOT,YK,2011,X,,20101221,N,A,12485,4,0,4,0,0,0,0,0,0,1,5,-4,10,11b11c12d,,X
CBOT,YK,2011,X,,20101221,N,D,12487,0,0,0,0,0,0,0,0,0,1,1,0,2,10b,,X
CBOT,YK,2011,X,,20101221,N,D,12487,4,0,4,0,0,0,0,0,0,0,4,-4,8,10c,,X
CBOT,YK,2011,X,,20101221,N,D,12487,5,0,5,0,0,0,0,0,0,0,5,-5,10,11c,,X
CBOT,YK,2011,X,,20101221,N,A,12487,9,0,9,0,0,0,0,0,0,1,10,-9,20,10b10c11c,,X
CBOT,YK,2011,X,,20101221,N,D,12490,0,0,0,0,0,0,0,0,0,1,1,0,2,10a,,X
CBOT,YK,2011,X,,20101221,N,D,12490,0,0,0,0,0,0,0,0,0,1,1,0,2,12d,,X
CBOT,YK,2011,X,,20101221,N,A,12490,0,0,0,0,0,0,0,0,0,2,2,0,4,10a12d,,X
CBOT,YK,2011,X,,20101221,N,D,12492,2,0,2,0,0,0,0,0,0,0,2,-2,4,11b,,X
CBOT,YK,2011,X,,20101221,N,A,12492,2,0,2,0,0,0,0,0,0,0,2,-2,4,11b,,X
CBOT,YK,2011,X,,20101221,N,D,12495,1,0,1,0,0,0,0,0,0,2,3,-1,6,11a,,X
CBOT,YK,2011,X,,20101221,N,D,12495,1,0,1,0,0,0,0,0,0,0,1,-1,2,11b,,X
CBOT,YK,2011,X,,20101221,N,D,12495,1,0,1,0,0,0,0,0,0,0,1,-1,2,12d,,X
CBOT,YK,2011,X,,20101221,N,A,12495,3,0,3,0,0,0,0,0,0,2,5,-3,10,11a11b12d,,X
